Title,Price_Raw,Price_PKR,Size_Raw,Size_Marla,Listing_URL,City,Property_Type,Bedrooms,Bathrooms,Location,Price_per_Marla,Area,Area_Grouped
10 Marla Luxury House Available For Sale In Citi Housing Gujranwala,4.25 Crore,42500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_10_marla_luxury_house_available_for_sale_in_citi_housing_gujranwala-54585135-3083-1.html,Gujranwala,House,5.0,6.0,"Citi Housing Society, Gujranwala, Punjab",4250000.0,Citi Housing Society,Citi Housing Society
Good Location DHA Sector A - Rachna Villas House Sized 5 Marla For Sale,1.55 Crore,15500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_good_location_dha_sector_a_-_rachna_villas_house_sized_5_marla_for_sale-54649464-21898-1.html,Gujranwala,House,3.0,4.0,"DHA Defence, Gujranwala, Punjab",3100000.0,DHA Defence,DHA Defence
5 Marla Semi Furnished House Available For Sale In Citi Housing Gujranwala,1.85 Crore,18500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_semi_furnished_house_available_for_sale_in_citi_housing_gujranwala-54570124-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab",3700000.0,Citi Housing Society,Citi Housing Society
Ready To Sale A Prime Location House 5 Marla In Royal Palm City Gujranwala,2.25 Crore,22500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_ready_to_sale_a_prime_location_house_5_marla_in_royal_palm_city_gujranwala-54417605-11297-1.html,Gujranwala,House,4.0,4.0,"Eminabad More, Gujranwala, Punjab",4500000.0,Eminabad More,Eminabad More
Prime Location 10 Marla House In Royal Palm City - Block F Best Option,4.2 Crore,42000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/royal_palm_city_royal_palm_city_-_block_f_prime_location_10_marla_house_in_royal_palm_city_-_block_f_best_option-54434935-17215-1.html,Gujranwala,House,5.0,5.0,"Eminabad More, Gujranwala, Punjab",4200000.0,Eminabad More,Eminabad More
5 MARLA BRAND NEW HOUSE AVAILABLE FOR SALE (AT REASONABLE PRICE) IN CITI HOUSING GUJRANWALA,2.25 Crore,22500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_brand_new_house_available_for_sale_at_reasonable_price_in_citi_housing_gujranwala-54531951-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4500000.0,Citi Housing Society,Citi Housing Society
On Excellent Location 5 Marla House For Sale In Rs. 22500000 Only,2.25 Crore,22500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_on_excellent_location_5_marla_house_for_sale_in_rs_22500000_only-54591672-11297-1.html,Gujranwala,House,4.0,4.0,"Eminabad More, Gujranwala, Punjab",4500000.0,Eminabad More,Eminabad More
Affordable On Excellent Location House For sale In Royal Palm City,2.45 Crore,24500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_affordable_on_excellent_location_house_for_sale_in_royal_palm_city-54591673-11297-1.html,Gujranwala,House,4.0,4.0,"Eminabad More, Gujranwala, Punjab",4900000.0,Eminabad More,Eminabad More
Ready To Buy A Facing Park House 10 Marla In Citi Housing Society,4.8 Crore,48000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_ready_to_buy_a_facing_park_house_10_marla_in_citi_housing_society-54597322-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4800000.0,Citi Housing Society,Citi Housing Society
10 Marla Used House with 15 Kv Solar System,3.7 Crore,37000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_10_marla_used_house_with_15_kv_solar_system-54601537-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",3700000.0,Citi Housing Society,Citi Housing Society
10 Marla Corner House Facing Masjid And Park For Sale In DC Colony,4.15 Crore,41500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/dc_colony_dc_colony_-_sawan_block_10_marla_corner_house_facing_masjid_and_park_for_sale_in_dc_colony-54046133-10120-1.html,Gujranwala,House,5.0,6.0,"DC Colony, Gujranwala, Punjab",4150000.0,DC Colony,DC Colony
10 Marla Luxury House For Sale In DC Colony,4.35 Crore,43500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/dc_colony_dc_colony_-_sawan_block_10_marla_luxury_house_for_sale_in_dc_colony-54046222-10120-1.html,Gujranwala,House,5.0,6.0,"DC Colony, Gujranwala, Punjab",4350000.0,DC Colony,DC Colony
Highly-Desirable Prime Location House Available In Citi Housing Society For sale,2.5 Crore,25000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_highly-desirable_prime_location_house_available_in_citi_housing_society_for_sale-54281113-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",5000000.0,Citi Housing Society,Citi Housing Society
Prime Location 5 Marla House In Beautiful Location Of Citi Housing Society In Citi Housing Society,2.5 Crore,25000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_prime_location_5_marla_house_in_beautiful_location_of_citi_housing_society_in_citi_housing_society-54281114-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab",5000000.0,Citi Housing Society,Citi Housing Society
5 MARLA BRAND NEW HOUSE AVAILABLE FOR SALE (AT REASONABLE PRICE) IN CITI HOUSING GUJRANWALA,1.9 Crore,19000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_brand_new_house_available_for_sale_at_reasonable_price_in_citi_housing_gujranwala-54531920-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab",3800000.0,Citi Housing Society,Citi Housing Society
Prime Location Property For sale In Citi Housing Society Citi Housing Society,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_prime_location_property_for_sale_in_citi_housing_society_citi_housing_society-54597330-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4500000.0,Citi Housing Society,Citi Housing Society
A Great Choice For A Prime Location 5 Marla House Available In Citi Housing Society,2.6 Crore,26000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_a_great_choice_for_a_prime_location_5_marla_house_available_in_citi_housing_society-54597333-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",5200000.0,Citi Housing Society,Citi Housing Society
On Excellent Location House Of 2600 Square Feet Is Available In Contemporary Neighborhood Of Citi Housing Society,4.85 Crore,48500000.0,11.6 Marla,11.6,https://www.zameen.com/Property/gujranwala_citi_housing_society_on_excellent_location_house_of_2600_square_feet_is_available_in_contemporary_neighborhood_of_citi_housing_society-54643625-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4181034.4827586208,Citi Housing Society,Citi Housing Society
Get A Prime Location 5 Marla House For Sale In Citi Housing Society,1.75 Crore,17500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_get_a_prime_location_5_marla_house_for_sale_in_citi_housing_society-54643607-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",3500000.0,Citi Housing Society,Citi Housing Society
"On Excellent Location In Citi Housing Society Of Citi Housing Society, A 10 Marla House Is Available",4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_on_excellent_location_in_citi_housing_society_of_citi_housing_society_a_10_marla_house_is_available-54643622-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4500000.0,Citi Housing Society,Citi Housing Society
On Excellent Location 10 Marla House In Citi Housing Society Is Available For Sale,3.2 Crore,32000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_on_excellent_location_10_marla_house_in_citi_housing_society_is_available_for_sale-54643621-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",3200000.0,Citi Housing Society,Citi Housing Society
A On Excellent Location 10 Marla House In Citi Housing Society Is On The Market For sale,4.9 Crore,49000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_a_on_excellent_location_10_marla_house_in_citi_housing_society_is_on_the_market_for_sale-54643620-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4900000.0,Citi Housing Society,Citi Housing Society
A On Excellent Location House At Affordable Price Awaits You,4.2 Crore,42000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_a_on_excellent_location_house_at_affordable_price_awaits_you-54643618-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4200000.0,Citi Housing Society,Citi Housing Society
On Excellent Location House For sale Situated In Citi Housing Society,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_on_excellent_location_house_for_sale_situated_in_citi_housing_society-54643617-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4500000.0,Citi Housing Society,Citi Housing Society
"On Excellent Location 10 Marla House Available For Sale In Citi Housing Society, Citi Housing Society",4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_on_excellent_location_10_marla_house_available_for_sale_in_citi_housing_society_citi_housing_society-54643616-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4500000.0,Citi Housing Society,Citi Housing Society
Facing Park 10 Marla House For Sale In Citi Housing Society,4.8 Crore,48000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_facing_park_10_marla_house_for_sale_in_citi_housing_society-54643615-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4800000.0,Citi Housing Society,Citi Housing Society
Stunning Corner 14 Marla House In Citi Housing Society Available,6.7 Crore,67000000.0,14.0 Marla,14.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_stunning_corner_14_marla_house_in_citi_housing_society_available-54643614-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab",4785714.285714285,Citi Housing Society,Citi Housing Society
Prime Location In Citi Housing Society House Sized 10 Marla For sale,4.6 Crore,46000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_prime_location_in_citi_housing_society_house_sized_10_marla_for_sale-54643613-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4600000.0,Citi Housing Society,Citi Housing Society
Corner House Of 1631 Square Feet In Citi Housing Society For Sale,3.2 Crore,32000000.0,7.2 Marla,7.2,https://www.zameen.com/Property/gujranwala_citi_housing_society_corner_house_of_1631_square_feet_in_citi_housing_society_for_sale-54643605-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4444444.444444444,Citi Housing Society,Citi Housing Society
Buying A Prime Location House In Citi Housing Society Citi Housing Society?,1.75 Crore,17500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_buying_a_prime_location_house_in_citi_housing_society_citi_housing_society-54643606-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",3500000.0,Citi Housing Society,Citi Housing Society
On Excellent Location Citi Housing Society House Sized 5 Marla For sale,2.0 Crore,20000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_on_excellent_location_citi_housing_society_house_sized_5_marla_for_sale-54643604-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",4000000.0,Citi Housing Society,Citi Housing Society
10 Marla Brand New House Available For Sale In Sector G Dha Gujranwala,4.1 Crore,41000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_dha_defence_10_marla_brand_new_house_available_for_sale_in_sector_g_dha_gujranwala-54642377-5121-1.html,Gujranwala,House,5.0,6.0,"DHA Defence, Gujranwala, Punjab",4100000.0,DHA Defence,DHA Defence
5 MARLA BRAND NEW HOUSE AVAILABLE FOR SALE (AT REASONABLE PRICE) IN CITI HOUSING GUJRANWALA,1.8 Crore,18000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_brand_new_house_available_for_sale_at_reasonable_price_in_citi_housing_gujranwala-54463463-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab",3600000.0,Citi Housing Society,Citi Housing Society
Luxury 5 Marla House Available For Sale In Citi Housing Gujranwala,2.8 Crore,28000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_luxury_5_marla_house_available_for_sale_in_citi_housing_gujranwala-54639670-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab",5600000.0,Citi Housing Society,Citi Housing Society
10 Marla ultra modern house available for sale in Citi housing Gujranwala,4.9 Crore,49000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_10_marla_ultra_modern_house_available_for_sale_in_citi_housing_gujranwala-54639668-3083-1.html,Gujranwala,House,5.0,6.0,"Citi Housing Society, Gujranwala, Punjab",4900000.0,Citi Housing Society,Citi Housing Society
Ideal Prime Location House For sale In Citi Housing Society,5.0 Crore,50000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_ideal_prime_location_house_for_sale_in_citi_housing_society-54568649-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",5000000.0,Citi Housing Society,Citi Housing Society
Prime Location House Of 10 Marla In Citi Housing Society Is Available,4.25 Crore,42500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_prime_location_house_of_10_marla_in_citi_housing_society_is_available-54638222-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4250000.0,Citi Housing Society,Citi Housing Society
Facing Park House In Citi Housing Society For Sale,5.5 Crore,55000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_facing_park_house_in_citi_housing_society_for_sale-54637853-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",5500000.0,Citi Housing Society,Citi Housing Society
Your Search Ends Right Here With The Beautiful Corner House In Citi Housing Society At Affordable Price Of Pkr Rs. 67000000,6.7 Crore,67000000.0,14.0 Marla,14.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_your_search_ends_right_here_with_the_beautiful_corner_house_in_citi_housing_society_at_affordable_price_of_pkr_rs_67000000-54637852-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4785714.285714285,Citi Housing Society,Citi Housing Society
Your Search For Prime Location House In Citi Housing Society Ends Here,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_your_search_for_prime_location_house_in_citi_housing_society_ends_here-54637848-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4500000.0,Citi Housing Society,Citi Housing Society
Your Search For Prime Location House In Citi Housing Society Ends Here,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_your_search_for_prime_location_house_in_citi_housing_society_ends_here-54637851-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4500000.0,Citi Housing Society,Citi Housing Society
Reserve A Centrally Located Prime Location House In Citi Housing Society,4.25 Crore,42500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_reserve_a_centrally_located_prime_location_house_in_citi_housing_society-54597334-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4250000.0,Citi Housing Society,Citi Housing Society
6.25 Marla Corner + Park Facing House For Sale,2.4 Crore,24000000.0,6.3 Marla,6.3,https://www.zameen.com/Property/eminabad_more_royal_palm_city_6_25_marla_corner_park_facing_house_for_sale-54496146-11297-1.html,Gujranwala,House,4.0,4.0,"Eminabad More, Gujranwala, Punjab",3809523.8095238097,Eminabad More,Eminabad More
5 Marla Brand New Hosue For Sale,1.65 Crore,16500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/master_city_housing_scheme_master_city_-_block_b_5_marla_brand_new_hosue_for_sale-54569622-14338-1.html,Gujranwala,House,4.0,5.0,"Master City Housing Scheme, Gujranwala, Punjab",3300000.0,Master City Housing Scheme,Master City Housing Scheme
Affordable Prime Location House Of 10 Marla Is Available For Sale,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/royal_palm_city_royal_palm_city_-_block_c_affordable_prime_location_house_of_10_marla_is_available_for_sale-54633092-17212-1.html,Gujranwala,House,5.0,5.0,"Eminabad More, Gujranwala, Punjab",4500000.0,Eminabad More,Eminabad More
Looking For A Prime Location House In Citi Housing - Phase 2,2.2 Crore,22000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_-_phase_2_looking_for_a_prime_location_house_in_citi_housing_-_phase_2-54213891-3085-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",4400000.0,Citi Housing Society,Citi Housing Society
A Palatial Residence For Prime Location sale In Royal Palm City - Block H Gujranwala,1.85 Crore,18500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/royal_palm_city_royal_palm_city_-_block_h_a_palatial_residence_for_prime_location_sale_in_royal_palm_city_-_block_h_gujranwala-54417452-17217-1.html,Gujranwala,House,4.0,4.0,"Eminabad More, Gujranwala, Punjab",3700000.0,Eminabad More,Eminabad More
Prime Location 10 Marla House In Stunning Wapda Town - Block C2 Is Available For sale,3.75 Crore,37500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/wapda_town_wapda_town_-_block_c2_prime_location_10_marla_house_in_stunning_wapda_town_-_block_c2_is_available_for_sale-54417453-5280-1.html,Gujranwala,House,5.0,5.0,"Wapda Town, Gujranwala, Punjab",3750000.0,Wapda Town,Wapda Town
Facing Park House For Sale In Beautiful Royal Palm City,2.15 Crore,21500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_facing_park_house_for_sale_in_beautiful_royal_palm_city-54463696-11297-1.html,Gujranwala,House,4.0,4.0,"Eminabad More, Gujranwala, Punjab",4300000.0,Eminabad More,Eminabad More
10 Marla Modern Home For Sale,4.25 Crore,42500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_10_marla_modern_home_for_sale-54523575-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab",4250000.0,Citi Housing Society,Citi Housing Society
Spacious Prime Location House Is Available For sale In Ideal Location Of Citi Housing Society,1.9 Crore,19000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_spacious_prime_location_house_is_available_for_sale_in_ideal_location_of_citi_housing_society-54568642-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",3800000.0,Citi Housing Society,Citi Housing Society
Prime Location House For sale Is Readily Available In Prime Location Of Citi Housing Society,3.6 Crore,36000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_prime_location_house_for_sale_is_readily_available_in_prime_location_of_citi_housing_society-54568643-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",3600000.0,Citi Housing Society,Citi Housing Society
Prime Location 10 Marla House In Stunning Citi Housing Society Is Available For sale,3.6 Crore,36000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_prime_location_10_marla_house_in_stunning_citi_housing_society_is_available_for_sale-54568644-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",3600000.0,Citi Housing Society,Citi Housing Society
Prime Location 5 Marla House In Central Citi Housing Society For Sale,1.7 Crore,17000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_prime_location_5_marla_house_in_central_citi_housing_society_for_sale-54568646-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",3400000.0,Citi Housing Society,Citi Housing Society
Buying A Prime Location House In Citi Housing Society Citi Housing Society?,1.75 Crore,17500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_buying_a_prime_location_house_in_citi_housing_society_citi_housing_society-54568647-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",3500000.0,Citi Housing Society,Citi Housing Society
A On Excellent Location House Of 5 Marla In Rs. 23500000,2.35 Crore,23500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_a_on_excellent_location_house_of_5_marla_in_rs_23500000-54510964-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",4700000.0,Citi Housing Society,Citi Housing Society
Good On Excellent Location 5 Marla House For Sale In Citi Housing Society,2.25 Crore,22500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_good_on_excellent_location_5_marla_house_for_sale_in_citi_housing_society-54632637-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",4500000.0,Citi Housing Society,Citi Housing Society
Get In Touch Now To Buy A Facing Park House In Citi Housing Society,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_get_in_touch_now_to_buy_a_facing_park_house_in_citi_housing_society-54632646-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4500000.0,Citi Housing Society,Citi Housing Society
This Is Your Chance To Buy Facing Park House In Citi Housing Society,5.5 Crore,55000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_this_is_your_chance_to_buy_facing_park_house_in_citi_housing_society-54632644-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",5500000.0,Citi Housing Society,Citi Housing Society
Ready To Buy A Prime Location House 10 Marla In Citi Housing Society,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_ready_to_buy_a_prime_location_house_10_marla_in_citi_housing_society-54632643-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4500000.0,Citi Housing Society,Citi Housing Society
A Corner 14 Marla House Located In Citi Housing Society Is Available For sale,6.7 Crore,67000000.0,14.0 Marla,14.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_a_corner_14_marla_house_located_in_citi_housing_society_is_available_for_sale-54632641-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab",4785714.285714285,Citi Housing Society,Citi Housing Society
Stunning Facing Park House Is Available For sale In Citi Housing Society,4.8 Crore,48000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_stunning_facing_park_house_is_available_for_sale_in_citi_housing_society-54632640-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4800000.0,Citi Housing Society,Citi Housing Society
On Excellent Location House Sized 10 Marla In Citi Housing Society,5.0 Crore,50000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_on_excellent_location_house_sized_10_marla_in_citi_housing_society-54632639-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",5000000.0,Citi Housing Society,Citi Housing Society
Buy A Centrally Located Corner 1602 Square Feet House In Citi Housing Society,3.25 Crore,32500000.0,7.1 Marla,7.1,https://www.zameen.com/Property/gujranwala_citi_housing_society_buy_a_centrally_located_corner_1602_square_feet_house_in_citi_housing_society-54632626-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",4577464.788732395,Citi Housing Society,Citi Housing Society
Reserve A On Excellent Location House Of 5 Marla Now In Citi Housing Society,2.35 Crore,23500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_reserve_a_on_excellent_location_house_of_5_marla_now_in_citi_housing_society-54632634-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",4700000.0,Citi Housing Society,Citi Housing Society
On Excellent Location House Of 10 Marla Available For Sale In Citi Housing Society,4.25 Crore,42500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_on_excellent_location_house_of_10_marla_available_for_sale_in_citi_housing_society-54632633-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4250000.0,Citi Housing Society,Citi Housing Society
Prime Location House Of 10 Marla Is Available For sale In Citi Housing Society,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_prime_location_house_of_10_marla_is_available_for_sale_in_citi_housing_society-54632631-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4500000.0,Citi Housing Society,Citi Housing Society
On Excellent Location House Of 10 Marla Is Available For sale In Citi Housing Society,3.95 Crore,39500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_on_excellent_location_house_of_10_marla_is_available_for_sale_in_citi_housing_society-54632630-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",3950000.0,Citi Housing Society,Citi Housing Society
On Excellent Location House For sale In Citi Housing Society,1.75 Crore,17500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_on_excellent_location_house_for_sale_in_citi_housing_society-54632627-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",3500000.0,Citi Housing Society,Citi Housing Society
Reserve A On Excellent Location House Of 5 Marla Now In Citi Housing Society,2.6 Crore,26000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_reserve_a_on_excellent_location_house_of_5_marla_now_in_citi_housing_society-54632625-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",5200000.0,Citi Housing Society,Citi Housing Society
Investors Should Sale This On Excellent Location House Located Ideally In Citi Housing Society,1.75 Crore,17500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_investors_should_sale_this_on_excellent_location_house_located_ideally_in_citi_housing_society-54632628-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",3500000.0,Citi Housing Society,Citi Housing Society
5 Marla Double Height Designer House,2.5 Crore,25000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_double_height_designer_house-54151138-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",5000000.0,Citi Housing Society,Citi Housing Society
Prime Location 5 Marla House In Citi Housing Phase 1 - Block DD Best Option,2.5 Crore,25000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/citi_housing_phase_1_citi_housing_phase_1_-_block_dd_prime_location_5_marla_house_in_citi_housing_phase_1_-_block_dd_best_option-54208466-20423-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",5000000.0,Citi Housing Society,Citi Housing Society
